Science - NGSS,1,17150,science,science,science,science,,science
Science - NGSS,1,17151,science,science,science,science,,science
Science - NGSS,1,17152,science,science,science,science,,science
Science - NGSS,1,17153,science,science,science,science,,science
Science - NGSS,1,17216,science,science,science,science,,science
Science - NGSS,1,17217,science,science,science,science,,science
Science - NGSS,1,17218,science,science,science,science,,science
Science - NGSS,1,17219,science,science,science,science,,science
Science - NGSS,1,17220,science,science,science,science,,science
Science - NGSS,1,17221,science,science,science,science,,science
Science - NGSS,1,17222,science,science,science,science,,science
Science - NGSS,1,17223,science,science,science,science,,science
Science - NGSS,1,17224,science,science,science,science,,science
Science - NGSS,1,17430,science,science,science,science,,science
Science - NGSS,1,17431,science,science,science,science,,science
Science - NGSS,1,17432,science,science,science,science,,science
Science - NGSS,1,17433,science,science,science,science,,science
Science - NGSS,1,17434,science,science,science,science,,science
Science - NGSS,1,17435,science,science,science,science,,science
Science - NGSS,1,17436,science,science,science,science,,science
Science - NGSS,1,17437,science,science,science,science,,science
Science - NGSS,1,17438,science,science,science,science,,science
Science - NGSS,1,17439,science,science,science,science,,science
Science - NGSS,1,17440,science,science,science,science,,science
Science - NGSS,2,17154,science,science,science,science,,science
Science - NGSS,2,17155,science,science,science,science,,science
Science - NGSS,2,17156,science,science,science,science,,science
Science - NGSS,2,17157,science,science,science,science,,science
Science - NGSS,2,17158,math,math,math,math,,math
Science - NGSS,2,17159,math,math,math,math,,math
Science - NGSS,2,17225,math,math,math,math,,math
Science - NGSS,2,17226,math,math,math,math,,math
Science - NGSS,2,17227,math,math,math,math,,math
Science - NGSS,2,17228,math,math,math,math,,math
Science - NGSS,2,17229,math,math,math,math,,math
Science - NGSS,2,17230,math,math,math,math,,math
Science - NGSS,2,17231,math,math,math,math,,math
Science - NGSS,2,17232,math,math,math,math,,math
Science - NGSS,2,17233,math,math,math,math,,math
Science - NGSS,2,17234,math,math,math,math,,math
Science - NGSS,2,17235,math,math,math,math,,math
Science - NGSS,2,17236,math,math,math,math,,math
Science - NGSS,2,17237,math,math,math,math,,math
Science - NGSS,2,17238,math,math,math,math,,math
Science - NGSS,2,17441,math,math,math,math,,math
Science - NGSS,2,17442,math,math,math,math,,math
Science - NGSS,2,17443,math,math,math,math,,math
Science - NGSS,2,17444,math,math,math,math,,math
Science - NGSS,2,17445,math,math,math,math,,math
Science - NGSS,2,17446,math,math,math,math,,math
Science - NGSS,2,17447,math,math,math,math,,math
Science - NGSS,2,17448,math,math,math,math,,math
Science - NGSS,2,17449,math,math,math,math,,math
Science - NGSS,2,17450,math,math,math,math,,math
Science - NGSS,2,17451,math,math,math,math,,math
Science - NGSS,2,17452,math,math,math,math,,math
Science - NGSS,2,17453,math,math,math,math,,math
Science - NGSS,2,17454,math,math,math,math,,math
Science - NGSS,2,17455,math,math,math,math,,math
Science - NGSS,2,17456,math,math,math,math,,math
Science - NGSS,3,17160,math,math,math,math,,math
Science - NGSS,3,17161,math,math,math,math,,math
Science - NGSS,3,17162,math,math,math,math,,math
Science - NGSS,3,17163,math,math,math,math,,math
Science - NGSS,3,17164,math,math,math,math,,math
Science - NGSS,3,17165,math,math,math,math,,math
Science - NGSS,3,17166,math,math,math,math,,math
Science - NGSS,3,17239,math,math,math,math,,math
Science - NGSS,3,17240,math,math,math,math,,math
Science - NGSS,3,17241,math,math,math,math,,math
Science - NGSS,3,17242,math,math,math,math,,math
Science - NGSS,3,17243,math,math,math,math,,math
Science - NGSS,3,17244,math,math,math,math,,math
Science - NGSS,3,17245,math,math,math,math,,math
Science - NGSS,3,17246,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17247,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17248,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17249,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17250,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17251,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17252,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17253,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17457,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17458,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17459,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17460,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17461,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17462,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17463,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17464,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17465,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17466,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17467,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17468,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17469,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17470,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17471,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17472,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17473,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17474,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,3,17475,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17167,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17168,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17169,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17170,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17171,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17172,ELA,ELA,ELA,ELA,,ELA
Science - NGSS,4,17254,ELA,ELA,ELA,ELA,,ELA
